task_id,task_name,video_id,step_idx,action,state_change,next_step_idx,next_action,next_state_change,action_start,action_end,next_action_start,next_action_end,canonical_order,next_canonical_order,is_in_order,task_goal,remaining_plan,plan_progress
71781,Make Taco Salad,UjLIYdit24Q,2,add taco,Taco is now added to the mixture.,7,stir,The contents are now stirred and combined.,132.6,143.6,164.65,198.75,2,7,True,Complete the task: Make Taco Salad.,add tomato -> add cheese -> stir -> add tortilla,0.25
71781,Make Taco Salad,UjLIYdit24Q,7,stir,The contents are now stirred and combined.,4,add meat,Meat is now added to the mixture.,164.65,198.75,413.39,421.89,7,4,False,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,UjLIYdit24Q,4,add meat,Meat is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,413.39,421.89,425.86,440.86,4,6,True,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,eVWPS6AGJM0,8,add tortilla,Tortilla is now added to the mixture.,3,add lettuce,Lettuce is now added to the mixture.,77.29,90.29,104.08,119.08,8,3,False,Complete the task: Make Taco Salad.,(task complete),0.125
71781,Make Taco Salad,eVWPS6AGJM0,3,add lettuce,Lettuce is now added to the mixture.,4,add meat,Meat is now added to the mixture.,104.08,119.08,130.74,151.74,3,4,True,Complete the task: Make Taco Salad.,(task complete),0.25
71781,Make Taco Salad,eVWPS6AGJM0,4,add meat,Meat is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,130.74,151.74,161.56,186.56,4,6,True,Complete the task: Make Taco Salad.,(task complete),0.375
71781,Make Taco Salad,eVWPS6AGJM0,6,add cheese,Cheese is now added to the mixture.,5,add tomato,Tomato is now added to the mixture.,161.56,186.56,198.44,209.44,6,5,False,Complete the task: Make Taco Salad.,(task complete),0.5
71781,Make Taco Salad,iw_67MyCHzM,6,add cheese,Cheese is now added to the mixture.,3,add lettuce,Lettuce is now added to the mixture.,66.87,75.17,85.3,97.15,6,3,False,Complete the task: Make Taco Salad.,stir -> add tortilla,0.125
71781,Make Taco Salad,iw_67MyCHzM,3,add lettuce,Lettuce is now added to the mixture.,5,add tomato,Tomato is now added to the mixture.,85.3,97.15,104.17,112.96,3,5,True,Complete the task: Make Taco Salad.,stir -> add tortilla,0.25
71781,Make Taco Salad,iw_67MyCHzM,5,add tomato,Tomato is now added to the mixture.,1,add onion,Onion is now added to the mixture.,104.17,112.96,117.3,126.3,5,1,False,Complete the task: Make Taco Salad.,stir -> add tortilla,0.375
71781,Make Taco Salad,gmeeRXc7mcA,4,add meat,Meat is now added to the mixture.,7,stir,The contents are now stirred and combined.,28.25,31.25,68.87,80.17,4,7,True,Complete the task: Make Taco Salad.,add tomato -> add cheese -> stir -> add tortilla,0.125
71781,Make Taco Salad,gmeeRXc7mcA,7,stir,The contents are now stirred and combined.,7,stir,The contents are now stirred and combined.,68.87,80.17,110.69,121.26,7,7,True,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,gmeeRXc7mcA,7,stir,The contents are now stirred and combined.,4,add meat,Meat is now added to the mixture.,110.69,121.26,122.94,130.79,7,4,False,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,gmeeRXc7mcA,4,add meat,Meat is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,122.94,130.79,150.52,157.52,4,6,True,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,gmeeRXc7mcA,6,add cheese,Cheese is now added to the mixture.,7,stir,The contents are now stirred and combined.,150.52,157.52,176.67,195.27,6,7,True,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,wkbPQH4EwaY,3,add lettuce,Lettuce is now added to the mixture.,5,add tomato,Tomato is now added to the mixture.,98.04,107.84,108.9,113.4,3,5,True,Complete the task: Make Taco Salad.,add meat -> add tomato -> add cheese -> stir -> add tortilla,0.125
71781,Make Taco Salad,3hXSlsPRaLE,4,add meat,Meat is now added to the mixture.,7,stir,The contents are now stirred and combined.,52.02,53.18,57.66,81.85,4,7,True,Complete the task: Make Taco Salad.,add tomato -> add cheese -> stir -> add tortilla,0.125
71781,Make Taco Salad,3hXSlsPRaLE,7,stir,The contents are now stirred and combined.,7,stir,The contents are now stirred and combined.,57.66,81.85,91.9,110.71,7,7,True,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,3hXSlsPRaLE,7,stir,The contents are now stirred and combined.,7,stir,The contents are now stirred and combined.,91.9,110.71,118.71,137.14,7,7,True,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,3hXSlsPRaLE,7,stir,The contents are now stirred and combined.,5,add tomato,Tomato is now added to the mixture.,118.71,137.14,139.58,142.91,7,5,False,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,3hXSlsPRaLE,5,add tomato,Tomato is now added to the mixture.,7,stir,The contents are now stirred and combined.,139.58,142.91,144.63,161.52,5,7,True,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,3hXSlsPRaLE,7,stir,The contents are now stirred and combined.,4,add meat,Meat is now added to the mixture.,144.63,161.52,187.48,198.88,7,4,False,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,3hXSlsPRaLE,4,add meat,Meat is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,187.48,198.88,204.03,207.38,4,6,True,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,3hXSlsPRaLE,6,add cheese,Cheese is now added to the mixture.,4,add meat,Meat is now added to the mixture.,204.03,207.38,220.28,227.37,6,4,False,Complete the task: Make Taco Salad.,add tortilla,0.5
71781,Make Taco Salad,3hXSlsPRaLE,4,add meat,Meat is now added to the mixture.,1,add onion,Onion is now added to the mixture.,220.28,227.37,243.69,249.95,4,1,False,Complete the task: Make Taco Salad.,add tortilla,0.5
71781,Make Taco Salad,3hXSlsPRaLE,1,add onion,Onion is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,243.69,249.95,252.19,254.96,1,6,True,Complete the task: Make Taco Salad.,add tortilla,0.625
71781,Make Taco Salad,3hXSlsPRaLE,6,add cheese,Cheese is now added to the mixture.,4,add meat,Meat is now added to the mixture.,252.19,254.96,258.36,272.82,6,4,False,Complete the task: Make Taco Salad.,add tortilla,0.625
71781,Make Taco Salad,3hXSlsPRaLE,4,add meat,Meat is now added to the mixture.,1,add onion,Onion is now added to the mixture.,258.36,272.82,296.06,301.97,4,1,False,Complete the task: Make Taco Salad.,add tortilla,0.625
71781,Make Taco Salad,3hXSlsPRaLE,1,add onion,Onion is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,296.06,301.97,303.76,308.25,1,6,True,Complete the task: Make Taco Salad.,add tortilla,0.625
71781,Make Taco Salad,3hXSlsPRaLE,6,add cheese,Cheese is now added to the mixture.,3,add lettuce,Lettuce is now added to the mixture.,303.76,308.25,327.63,336.38,6,3,False,Complete the task: Make Taco Salad.,add tortilla,0.625
71781,Make Taco Salad,3hXSlsPRaLE,3,add lettuce,Lettuce is now added to the mixture.,1,add onion,Onion is now added to the mixture.,327.63,336.38,354.04,358.17,3,1,False,Complete the task: Make Taco Salad.,add tortilla,0.75
71781,Make Taco Salad,PEp7N0CNp2k,4,add meat,Meat is now added to the mixture.,3,add lettuce,Lettuce is now added to the mixture.,37.53,74.93,83.53,90.76,4,3,False,Complete the task: Make Taco Salad.,add tomato -> add cheese -> stir -> add tortilla,0.125
71781,Make Taco Salad,PEp7N0CNp2k,3,add lettuce,Lettuce is now added to the mixture.,4,add meat,Meat is now added to the mixture.,83.53,90.76,161.73,164.7,3,4,True,Complete the task: Make Taco Salad.,add tomato -> add cheese -> stir -> add tortilla,0.25
71781,Make Taco Salad,PEp7N0CNp2k,4,add meat,Meat is now added to the mixture.,7,stir,The contents are now stirred and combined.,161.73,164.7,173.91,176.7,4,7,True,Complete the task: Make Taco Salad.,add tomato -> add cheese -> stir -> add tortilla,0.25
71781,Make Taco Salad,PEp7N0CNp2k,7,stir,The contents are now stirred and combined.,4,add meat,Meat is now added to the mixture.,173.91,176.7,182.08,187.0,7,4,False,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,PEp7N0CNp2k,4,add meat,Meat is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,182.08,187.0,187.03,191.09,4,6,True,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,Fsosc3B0Agw,7,stir,The contents are now stirred and combined.,2,add taco,Taco is now added to the mixture.,10.91,29.52,31.19,33.15,7,2,False,Complete the task: Make Taco Salad.,add tortilla,0.125
71781,Make Taco Salad,Fsosc3B0Agw,2,add taco,Taco is now added to the mixture.,7,stir,The contents are now stirred and combined.,31.19,33.15,34.99,44.67,2,7,True,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,Fsosc3B0Agw,7,stir,The contents are now stirred and combined.,4,add meat,Meat is now added to the mixture.,34.99,44.67,114.96,119.67,7,4,False,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,Fsosc3B0Agw,4,add meat,Meat is now added to the mixture.,3,add lettuce,Lettuce is now added to the mixture.,114.96,119.67,122.94,124.21,4,3,False,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,Fsosc3B0Agw,3,add lettuce,Lettuce is now added to the mixture.,5,add tomato,Tomato is now added to the mixture.,122.94,124.21,131.5,132.76,3,5,True,Complete the task: Make Taco Salad.,add tortilla,0.5
71781,Make Taco Salad,Fsosc3B0Agw,5,add tomato,Tomato is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,131.5,132.76,156.64,169.37,5,6,True,Complete the task: Make Taco Salad.,add tortilla,0.625
71781,Make Taco Salad,1ylsJnsq800,8,add tortilla,Tortilla is now added to the mixture.,3,add lettuce,Lettuce is now added to the mixture.,262.09,272.19,277.98,281.78,8,3,False,Complete the task: Make Taco Salad.,(task complete),0.125
71781,Make Taco Salad,1ylsJnsq800,3,add lettuce,Lettuce is now added to the mixture.,4,add meat,Meat is now added to the mixture.,277.98,281.78,291.7,297.9,3,4,True,Complete the task: Make Taco Salad.,(task complete),0.25
71781,Make Taco Salad,1ylsJnsq800,4,add meat,Meat is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,291.7,297.9,323.13,326.21,4,6,True,Complete the task: Make Taco Salad.,(task complete),0.375
71781,Make Taco Salad,1ylsJnsq800,6,add cheese,Cheese is now added to the mixture.,5,add tomato,Tomato is now added to the mixture.,323.13,326.21,347.55,351.41,6,5,False,Complete the task: Make Taco Salad.,(task complete),0.5
71781,Make Taco Salad,AlTSRmpBoIc,4,add meat,Meat is now added to the mixture.,2,add taco,Taco is now added to the mixture.,40.28,43.28,50.74,56.14,4,2,False,Complete the task: Make Taco Salad.,add tomato -> add cheese -> stir -> add tortilla,0.125
71781,Make Taco Salad,AlTSRmpBoIc,2,add taco,Taco is now added to the mixture.,1,add onion,Onion is now added to the mixture.,50.74,56.14,65.97,70.57,2,1,False,Complete the task: Make Taco Salad.,add tomato -> add cheese -> stir -> add tortilla,0.25
71781,Make Taco Salad,AlTSRmpBoIc,1,add onion,Onion is now added to the mixture.,4,add meat,Meat is now added to the mixture.,65.97,70.57,77.45,85.45,1,4,True,Complete the task: Make Taco Salad.,add tomato -> add cheese -> stir -> add tortilla,0.375
71781,Make Taco Salad,AlTSRmpBoIc,4,add meat,Meat is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,77.45,85.45,86.09,89.99,4,6,True,Complete the task: Make Taco Salad.,add tomato -> add cheese -> stir -> add tortilla,0.375
71781,Make Taco Salad,JDIuW3wXK7Y,2,add taco,Taco is now added to the mixture.,7,stir,The contents are now stirred and combined.,35.99,44.59,61.58,67.88,2,7,True,Complete the task: Make Taco Salad.,add lettuce -> add meat -> add tomato -> add cheese -> stir -> add tortilla,0.125
71781,Make Taco Salad,JDIuW3wXK7Y,7,stir,The contents are now stirred and combined.,8,add tortilla,Tortilla is now added to the mixture.,61.58,67.88,83.33,88.33,7,8,True,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,JDIuW3wXK7Y,8,add tortilla,Tortilla is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,83.33,88.33,88.46,101.56,8,6,False,Complete the task: Make Taco Salad.,(task complete),0.375
71781,Make Taco Salad,JDIuW3wXK7Y,6,add cheese,Cheese is now added to the mixture.,4,add meat,Meat is now added to the mixture.,88.46,101.56,102.37,107.37,6,4,False,Complete the task: Make Taco Salad.,(task complete),0.5
71781,Make Taco Salad,JDIuW3wXK7Y,4,add meat,Meat is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,102.37,107.37,107.41,111.71,4,6,True,Complete the task: Make Taco Salad.,(task complete),0.625
71781,Make Taco Salad,JDIuW3wXK7Y,6,add cheese,Cheese is now added to the mixture.,3,add lettuce,Lettuce is now added to the mixture.,107.41,111.71,134.38,142.78,6,3,False,Complete the task: Make Taco Salad.,(task complete),0.625
71781,Make Taco Salad,JDIuW3wXK7Y,3,add lettuce,Lettuce is now added to the mixture.,3,add lettuce,Lettuce is now added to the mixture.,134.38,142.78,157.35,161.65,3,3,True,Complete the task: Make Taco Salad.,(task complete),0.75
71781,Make Taco Salad,JDIuW3wXK7Y,3,add lettuce,Lettuce is now added to the mixture.,1,add onion,Onion is now added to the mixture.,157.35,161.65,161.75,165.45,3,1,False,Complete the task: Make Taco Salad.,(task complete),0.75
71781,Make Taco Salad,JDIuW3wXK7Y,1,add onion,Onion is now added to the mixture.,5,add tomato,Tomato is now added to the mixture.,161.75,165.45,165.49,169.29,1,5,True,Complete the task: Make Taco Salad.,(task complete),0.875
71781,Make Taco Salad,upqBZTmc-0A,7,stir,The contents are now stirred and combined.,6,add cheese,Cheese is now added to the mixture.,25.5,26.69,26.78,27.78,7,6,False,Complete the task: Make Taco Salad.,add tortilla,0.125
71781,Make Taco Salad,upqBZTmc-0A,6,add cheese,Cheese is now added to the mixture.,5,add tomato,Tomato is now added to the mixture.,26.78,27.78,32.73,38.93,6,5,False,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,upqBZTmc-0A,5,add tomato,Tomato is now added to the mixture.,4,add meat,Meat is now added to the mixture.,32.73,38.93,53.78,55.78,5,4,False,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,upqBZTmc-0A,4,add meat,Meat is now added to the mixture.,7,stir,The contents are now stirred and combined.,53.78,55.78,55.91,59.41,4,7,True,Complete the task: Make Taco Salad.,add tortilla,0.5
71781,Make Taco Salad,upqBZTmc-0A,7,stir,The contents are now stirred and combined.,4,add meat,Meat is now added to the mixture.,55.91,59.41,59.7,61.5,7,4,False,Complete the task: Make Taco Salad.,add tortilla,0.5
71781,Make Taco Salad,upqBZTmc-0A,4,add meat,Meat is now added to the mixture.,7,stir,The contents are now stirred and combined.,59.7,61.5,63.64,66.14,4,7,True,Complete the task: Make Taco Salad.,add tortilla,0.5
71781,Make Taco Salad,upqBZTmc-0A,7,stir,The contents are now stirred and combined.,6,add cheese,Cheese is now added to the mixture.,63.64,66.14,66.85,75.05,7,6,False,Complete the task: Make Taco Salad.,add tortilla,0.5
71781,Make Taco Salad,upqBZTmc-0A,6,add cheese,Cheese is now added to the mixture.,7,stir,The contents are now stirred and combined.,66.85,75.05,67.34,85.7,6,7,True,Complete the task: Make Taco Salad.,add tortilla,0.5
71781,Make Taco Salad,upqBZTmc-0A,7,stir,The contents are now stirred and combined.,8,add tortilla,Tortilla is now added to the mixture.,67.34,85.7,101.91,108.91,7,8,True,Complete the task: Make Taco Salad.,add tortilla,0.5
71781,Make Taco Salad,upqBZTmc-0A,8,add tortilla,Tortilla is now added to the mixture.,7,stir,The contents are now stirred and combined.,101.91,108.91,110.92,115.92,8,7,False,Complete the task: Make Taco Salad.,(task complete),0.625
71781,Make Taco Salad,ZiKP3ut0d9A,8,add tortilla,Tortilla is now added to the mixture.,3,add lettuce,Lettuce is now added to the mixture.,165.19,207.68,307.53,313.53,8,3,False,Complete the task: Make Taco Salad.,(task complete),0.125
71781,Make Taco Salad,ZiKP3ut0d9A,3,add lettuce,Lettuce is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,307.53,313.53,343.41,350.41,3,6,True,Complete the task: Make Taco Salad.,(task complete),0.25
71781,Make Taco Salad,YScbuEQVJL8,4,add meat,Meat is now added to the mixture.,7,stir,The contents are now stirred and combined.,35.25,37.29,48.28,64.02,4,7,True,Complete the task: Make Taco Salad.,add tomato -> add cheese -> stir -> add tortilla,0.125
71781,Make Taco Salad,YScbuEQVJL8,7,stir,The contents are now stirred and combined.,7,stir,The contents are now stirred and combined.,48.28,64.02,115.64,132.92,7,7,True,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,YScbuEQVJL8,7,stir,The contents are now stirred and combined.,3,add lettuce,Lettuce is now added to the mixture.,115.64,132.92,166.01,167.34,7,3,False,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,YScbuEQVJL8,3,add lettuce,Lettuce is now added to the mixture.,5,add tomato,Tomato is now added to the mixture.,166.01,167.34,168.61,177.14,3,5,True,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,YScbuEQVJL8,5,add tomato,Tomato is now added to the mixture.,8,add tortilla,Tortilla is now added to the mixture.,168.61,177.14,223.9,238.35,5,8,True,Complete the task: Make Taco Salad.,add tortilla,0.5
71781,Make Taco Salad,YScbuEQVJL8,8,add tortilla,Tortilla is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,223.9,238.35,246.03,252.76,8,6,False,Complete the task: Make Taco Salad.,(task complete),0.625
71781,Make Taco Salad,YScbuEQVJL8,6,add cheese,Cheese is now added to the mixture.,7,stir,The contents are now stirred and combined.,246.03,252.76,260.84,273.04,6,7,True,Complete the task: Make Taco Salad.,(task complete),0.75
71781,Make Taco Salad,YScbuEQVJL8,7,stir,The contents are now stirred and combined.,4,add meat,Meat is now added to the mixture.,260.84,273.04,285.07,301.85,7,4,False,Complete the task: Make Taco Salad.,(task complete),0.75
71781,Make Taco Salad,YScbuEQVJL8,4,add meat,Meat is now added to the mixture.,7,stir,The contents are now stirred and combined.,285.07,301.85,304.9,321.36,4,7,True,Complete the task: Make Taco Salad.,(task complete),0.75
71781,Make Taco Salad,kReUYklvjnc,7,stir,The contents are now stirred and combined.,7,stir,The contents are now stirred and combined.,96.21,102.18,109.38,111.86,7,7,True,Complete the task: Make Taco Salad.,add tortilla,0.125
71781,Make Taco Salad,kReUYklvjnc,7,stir,The contents are now stirred and combined.,1,add onion,Onion is now added to the mixture.,109.38,111.86,113.1,113.88,7,1,False,Complete the task: Make Taco Salad.,add tortilla,0.125
71781,Make Taco Salad,kReUYklvjnc,1,add onion,Onion is now added to the mixture.,7,stir,The contents are now stirred and combined.,113.1,113.88,115.08,118.7,1,7,True,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,kReUYklvjnc,7,stir,The contents are now stirred and combined.,5,add tomato,Tomato is now added to the mixture.,115.08,118.7,119.09,121.55,7,5,False,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,kReUYklvjnc,5,add tomato,Tomato is now added to the mixture.,7,stir,The contents are now stirred and combined.,119.09,121.55,122.05,133.0,5,7,True,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,kReUYklvjnc,7,stir,The contents are now stirred and combined.,7,stir,The contents are now stirred and combined.,122.05,133.0,132.68,140.64,7,7,True,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,kReUYklvjnc,7,stir,The contents are now stirred and combined.,7,stir,The contents are now stirred and combined.,132.68,140.64,148.15,152.56,7,7,True,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,kReUYklvjnc,7,stir,The contents are now stirred and combined.,6,add cheese,Cheese is now added to the mixture.,148.15,152.56,165.71,169.23,7,6,False,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,RT9j9zCDqW4,7,stir,The contents are now stirred and combined.,7,stir,The contents are now stirred and combined.,82.8,86.96,113.5,116.39,7,7,True,Complete the task: Make Taco Salad.,add tortilla,0.125
71781,Make Taco Salad,RT9j9zCDqW4,7,stir,The contents are now stirred and combined.,2,add taco,Taco is now added to the mixture.,113.5,116.39,115.75,132.6,7,2,False,Complete the task: Make Taco Salad.,add tortilla,0.125
71781,Make Taco Salad,RT9j9zCDqW4,2,add taco,Taco is now added to the mixture.,7,stir,The contents are now stirred and combined.,115.75,132.6,139.57,170.49,2,7,True,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,RT9j9zCDqW4,7,stir,The contents are now stirred and combined.,7,stir,The contents are now stirred and combined.,139.57,170.49,225.43,237.52,7,7,True,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,RT9j9zCDqW4,7,stir,The contents are now stirred and combined.,7,stir,The contents are now stirred and combined.,225.43,237.52,271.12,274.14,7,7,True,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,RT9j9zCDqW4,7,stir,The contents are now stirred and combined.,8,add tortilla,Tortilla is now added to the mixture.,271.12,274.14,332.46,348.38,7,8,True,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,RT9j9zCDqW4,8,add tortilla,Tortilla is now added to the mixture.,4,add meat,Meat is now added to the mixture.,332.46,348.38,350.51,359.33,8,4,False,Complete the task: Make Taco Salad.,(task complete),0.375
71781,Make Taco Salad,RT9j9zCDqW4,4,add meat,Meat is now added to the mixture.,3,add lettuce,Lettuce is now added to the mixture.,350.51,359.33,359.85,365.97,4,3,False,Complete the task: Make Taco Salad.,(task complete),0.5
71781,Make Taco Salad,RT9j9zCDqW4,3,add lettuce,Lettuce is now added to the mixture.,5,add tomato,Tomato is now added to the mixture.,359.85,365.97,412.74,424.16,3,5,True,Complete the task: Make Taco Salad.,(task complete),0.625
71781,Make Taco Salad,vZ6j3-hNY3U,4,add meat,Meat is now added to the mixture.,2,add taco,Taco is now added to the mixture.,59.49,68.49,78.4,81.0,4,2,False,Complete the task: Make Taco Salad.,add tomato -> add cheese -> stir -> add tortilla,0.125
71781,Make Taco Salad,vZ6j3-hNY3U,2,add taco,Taco is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,78.4,81.0,96.63,99.63,2,6,True,Complete the task: Make Taco Salad.,add tomato -> add cheese -> stir -> add tortilla,0.25
71781,Make Taco Salad,vZ6j3-hNY3U,6,add cheese,Cheese is now added to the mixture.,7,stir,The contents are now stirred and combined.,96.63,99.63,121.17,124.17,6,7,True,Complete the task: Make Taco Salad.,stir -> add tortilla,0.375
71781,Make Taco Salad,vZ6j3-hNY3U,7,stir,The contents are now stirred and combined.,7,stir,The contents are now stirred and combined.,121.17,124.17,129.84,134.04,7,7,True,Complete the task: Make Taco Salad.,add tortilla,0.5
71781,Make Taco Salad,vZ6j3-hNY3U,7,stir,The contents are now stirred and combined.,8,add tortilla,Tortilla is now added to the mixture.,129.84,134.04,134.29,150.76,7,8,True,Complete the task: Make Taco Salad.,add tortilla,0.5
71781,Make Taco Salad,JqeExazEgis,3,add lettuce,Lettuce is now added to the mixture.,8,add tortilla,Tortilla is now added to the mixture.,45.31,52.41,59.39,66.39,3,8,True,Complete the task: Make Taco Salad.,add meat -> add tomato -> add cheese -> stir -> add tortilla,0.125
71781,Make Taco Salad,JqeExazEgis,8,add tortilla,Tortilla is now added to the mixture.,4,add meat,Meat is now added to the mixture.,59.39,66.39,72.68,77.68,8,4,False,Complete the task: Make Taco Salad.,(task complete),0.25
71781,Make Taco Salad,JqeExazEgis,4,add meat,Meat is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,72.68,77.68,83.52,92.02,4,6,True,Complete the task: Make Taco Salad.,(task complete),0.375
71781,Make Taco Salad,JqeExazEgis,6,add cheese,Cheese is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,83.52,92.02,127.38,129.98,6,6,True,Complete the task: Make Taco Salad.,(task complete),0.5
71781,Make Taco Salad,fg-OKbTMZc4,6,add cheese,Cheese is now added to the mixture.,7,stir,The contents are now stirred and combined.,114.41,122.81,140.79,147.19,6,7,True,Complete the task: Make Taco Salad.,stir -> add tortilla,0.125
71781,Make Taco Salad,a9nkhJB-xuw,1,add onion,Onion is now added to the mixture.,7,stir,The contents are now stirred and combined.,54.46,61.45,90.36,102.71,1,7,True,Complete the task: Make Taco Salad.,add taco -> add lettuce -> add meat -> add tomato -> add cheese -> stir -> add tortilla,0.125
71781,Make Taco Salad,a9nkhJB-xuw,7,stir,The contents are now stirred and combined.,2,add taco,Taco is now added to the mixture.,90.36,102.71,106.58,115.97,7,2,False,Complete the task: Make Taco Salad.,add tortilla,0.25
71781,Make Taco Salad,a9nkhJB-xuw,2,add taco,Taco is now added to the mixture.,7,stir,The contents are now stirred and combined.,106.58,115.97,127.64,129.53,2,7,True,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,a9nkhJB-xuw,7,stir,The contents are now stirred and combined.,7,stir,The contents are now stirred and combined.,127.64,129.53,149.39,153.12,7,7,True,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,a9nkhJB-xuw,7,stir,The contents are now stirred and combined.,7,stir,The contents are now stirred and combined.,149.39,153.12,162.82,165.96,7,7,True,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,a9nkhJB-xuw,7,stir,The contents are now stirred and combined.,7,stir,The contents are now stirred and combined.,162.82,165.96,192.5,218.57,7,7,True,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,a9nkhJB-xuw,7,stir,The contents are now stirred and combined.,3,add lettuce,Lettuce is now added to the mixture.,192.5,218.57,237.79,247.61,7,3,False,Complete the task: Make Taco Salad.,add tortilla,0.375
71781,Make Taco Salad,a9nkhJB-xuw,3,add lettuce,Lettuce is now added to the mixture.,4,add meat,Meat is now added to the mixture.,237.79,247.61,255.1,266.92,3,4,True,Complete the task: Make Taco Salad.,add tortilla,0.5
71781,Make Taco Salad,gx1zrdD27eE,4,add meat,Meat is now added to the mixture.,6,add cheese,Cheese is now added to the mixture.,38.95,41.15,41.23,43.03,4,6,True,Complete the task: Make Taco Salad.,add tomato -> add cheese -> stir -> add tortilla,0.125
71781,Make Taco Salad,gx1zrdD27eE,6,add cheese,Cheese is now added to the mixture.,1,add onion,Onion is now added to the mixture.,41.23,43.03,48.79,50.29,6,1,False,Complete the task: Make Taco Salad.,stir -> add tortilla,0.25
71781,Make Taco Salad,gx1zrdD27eE,1,add onion,Onion is now added to the mixture.,5,add tomato,Tomato is now added to the mixture.,48.79,50.29,50.77,52.47,1,5,True,Complete the task: Make Taco Salad.,stir -> add tortilla,0.375
71781,Make Taco Salad,gx1zrdD27eE,5,add tomato,Tomato is now added to the mixture.,3,add lettuce,Lettuce is now added to the mixture.,50.77,52.47,53.6,55.1,5,3,False,Complete the task: Make Taco Salad.,stir -> add tortilla,0.5
71781,Make Taco Salad,gx1zrdD27eE,3,add lettuce,Lettuce is now added to the mixture.,8,add tortilla,Tortilla is now added to the mixture.,53.6,55.1,56.11,58.81,3,8,True,Complete the task: Make Taco Salad.,stir -> add tortilla,0.625
71781,Make Taco Salad,gx1zrdD27eE,8,add tortilla,Tortilla is now added to the mixture.,4,add meat,Meat is now added to the mixture.,56.11,58.81,63.06,66.06,8,4,False,Complete the task: Make Taco Salad.,(task complete),0.75
